Linux 3.0.101-0.15-default (axle) 	11/18/2014 	_x86_64_

08:39:16 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:40:16 PM     all     23.57      0.00      8.30      0.52      0.00     67.61
08:41:16 PM     all     12.75      0.00      6.36      0.00      0.00     80.88
08:42:16 PM     all      7.45      0.00      5.90      0.00      0.00     86.65
08:43:16 PM     all      7.65      0.00      5.40      0.00      0.00     86.95
08:44:16 PM     all      7.91      0.00      5.70      0.00      0.00     86.38
08:45:16 PM     all     29.56      0.00      3.27      0.01      0.00     67.16
08:46:16 PM     all     20.70      0.00      1.14      0.00      0.00     78.16
08:47:16 PM     all      9.24      0.00      0.44      0.00      0.00     90.31
08:48:16 PM     all      5.86      0.00      0.30      0.00      0.00     93.84
08:49:16 PM     all      4.62      0.00      1.30      0.00      0.00     94.08
08:50:16 PM     all      5.14      0.00      1.06      0.00      0.00     93.80
08:51:16 PM     all      5.87      0.00      0.43      0.00      0.00     93.70
