BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'ARGENTINA'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'ARGENTINA'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
     618774 | 21474513.3796387
     270005 | 19822080.3596802
    1673838 | 18717449.7432251
     893938 | 18518654.9879761
    1134910 | 18197635.9484863
     291204 | 17940308.9118042
     955719 | 17689209.8312988
    1072873 | 17386430.8781128
      88520 | 17304722.6594238
    1351620 | 17284778.7520752
    1181636 | 17192534.5083008
    1980249 | 17188294.6221008
     460338 | 17187840.1420898
    1739538 | 17187288.3599854
    1302916 | 17167107.1118774
     298308 | 16942382.0656738
    1484997 | 16761414.0825195
    1251111 |  16757470.822937
    1526551 | 16718327.9415283
    1303509 | 16646934.8302002
    1596852 | 16622740.5998535
     464032 | 16569153.4790649
    1639474 | 16549018.6530762
     262346 | 16464152.4223633
    1389033 | 16337844.5831299
    1432161 | 16279373.4754028
    1885894 | 16250856.6849365
    1986072 | 16235198.5726318
     527285 | 16194779.5795898
     320682 | 16172704.3596802
    1013840 | 15981439.9885254
     774369 | 15946086.9645996
    1428469 | 15883898.4697876
    1581636 | 15859420.3990479
     780466 | 15851426.2020264
     526859 | 15743049.0309448
     455180 | 15678038.8208008
     100747 | 15594518.7073975
    1765632 | 15584282.8864136
    1080609 | 15576989.1271973
     388901 | 15558175.7478027
     962778 | 15557494.3969727
     764865 | 15551447.0094604
     827174 |  15547193.184082
     540627 | 15532788.9550171
    1609569 | 15509845.3919678
     515986 | 15467507.6043091
     931088 | 15466986.2677612
     206963 | 15459620.6019897
    1629454 |  15417081.289978
     500335 | 15404534.7195435
    1595957 | 15384231.5722046
    1403415 | 15377328.5217285
    1694423 | 15358422.8850098
     122112 | 15323825.0400391
    1715989 | 15268152.8675537
    1394492 | 15259717.0407715
    1133240 | 15227257.8482666
    1528813 | 15223072.3121948
    1668643 | 15220783.9952393
    1214924 | 15204505.6460571
    1576868 | 15124399.0029297
    1834009 | 15111565.5706787
     988460 | 15100201.9716797
     635147 | 15071266.1304932
     341444 | 15064189.0202026
      83036 |  15047055.833374
     400070 | 15029382.2865601
    1632398 |  15004948.869873
    1163211 | 14985668.3122559
    1201532 | 14946100.1704102
     983974 |  14943593.862793
     309963 | 14936273.3239746
    1026823 |  14911183.348999
     614987 | 14897737.8446045
      20546 | 14894720.4772339
    1190643 | 14865378.2220459
     416557 | 14860022.5089722
     479593 | 14848349.2745972
    1879935 | 14839634.3620605
     724977 |  14836241.487854
    1686095 | 14821512.7215576
     926963 | 14813424.6582031
     658537 | 14810939.2132568
     739850 |  14810545.817688
     448517 | 14791782.3571777
    1768711 | 14756919.5656128
     894423 |  14731510.081665
     584933 | 14722033.6465454
     177546 |  14718190.416748
     784896 | 14712726.1447754
     337524 | 14688689.7492676
     857655 | 14664607.3474121
    1408978 | 14663160.0228271
    1597482 | 14660697.3821411
    1146072 | 14654439.4494019
     712830 | 14639828.0509644
     987196 | 14622994.2718506
     922954 | 14622437.6418457
    1208393 | 14604359.0148926
    1280398 | 14590924.2833252
     920703 |  14587128.138855
     723350 | 14581695.9241943
     118160 | 14557172.3642578
     699831 | 14525773.3723145
    1912139 | 14517666.5113525
     685640 |  14458228.220459
    1563493 | 14446056.3123779
    1142640 | 14439726.4491577
    1666839 | 14410616.6376953
     917903 |  14371846.026062
    1950585 | 14370616.1625977
    1625966 | 14368274.9819336
     712509 | 14318859.3029785
     607064 | 14306870.7416382
     525524 | 14291698.4920044
     598971 | 14267141.9050903
    1204880 | 14262442.8570557
    1338491 | 14256251.6293945
    1838198 | 14242965.8577881
    1678770 | 14235752.7145996
    1934634 | 14231894.1744995
     161724 | 14223952.5834961
    1585677 | 14188711.5432129
     747004 | 14183179.1195068
     466913 | 14182510.4692383
    1685620 | 14181607.4349365
    1349944 | 14169234.7538452
     492811 | 14161584.3702393
     104947 | 14147500.6851807
    1148482 | 14142479.3311768
    1145696 | 14114569.7904663
      55541 | 14108055.1647949
    1836139 | 14094921.4047852
     423150 | 14086181.4519043
     654269 | 14079611.1923828
     826932 |  14069114.850749
     990302 | 14044946.1717529
    1477305 | 14033341.2341919
    1924034 | 14009718.6478882
    1314120 | 14002318.3481445
     685231 | 13999547.3120117
    1459601 | 13985170.0336304
     518128 | 13982907.9467773
    1903824 | 13972373.4959106
     964267 |  13956958.670105
     541617 | 13953515.7196655
    1170229 | 13950924.1855469
    1691007 | 13944123.5891724
     934850 | 13943959.9190674
    1951989 | 13933378.0501099
     825653 | 13933286.7703247
     245217 | 13933199.5480957
    1804716 | 13931725.4705811
     277104 |  13931437.029541
    1661703 | 13911274.8759766
    1700791 | 13904075.2047729
    1895354 | 13884967.3271484
    1547903 | 13872473.7952881
    1636647 | 13868205.4700928
     987083 | 13860463.0096436
    1457656 | 13838437.2210693
     258616 | 13830820.4629517
     425966 | 13818093.8052368
     885780 | 13812916.3117371
    1367746 | 13808118.2919312
    1811127 | 13790028.9077148
     277317 | 13789805.8066406
    1513136 | 13786397.1517944
     808591 | 13773242.5653076
     794800 | 13767041.6179199
     190241 | 13739023.4126282
    1038345 |  13734234.140625
     126898 | 13733319.6495972
     388763 | 13730536.3436279
     454558 | 13727104.9803467
    1047855 | 13722086.4301758
