BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 43
	and p_type like '%BRASS'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'MIDDLE EAST'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'MIDDLE EAST'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
   9995.59 | Supplier#000031731        | IRAQ                      |    931730 | Manufacturer#1            | ihiaqm0S33pkU                            | 21-420-388-3738 |  against the special ideas are furiously furiously even platelet
   9995.58 | Supplier#000080874        | IRAN                      |    905846 | Manufacturer#5            | QyyhqBW 6PLvtcGAbXllK61                  | 20-909-689-5890 | ests wake fluffily above the carefully final ideas-- furiously express deposits wak
   9995.05 | Supplier#000077755        | EGYPT                     |    602736 | Manufacturer#2            | 3TjudTLvQibyoDu                          | 14-493-852-4671 | uctions: blithely regular deposits run carefully blithely unus
   9993.98 | Supplier#000044588        | IRAN                      |   1594557 | Manufacturer#4            | 6ngm52IsynVhNvng3WcsklhC5q               | 20-744-248-3365 | l gifts. regular, final depos
   9991.74 | Supplier#000033579        | SAUDI ARABIA              |    108577 | Manufacturer#1            | 6hIBIWozUfib                             | 30-991-648-3391 |  haggle according to the final theodolites. silent platelets use
   9991.67 | Supplier#000044257        | EGYPT                     |    844256 | Manufacturer#5            | j1EpaDRhzjUzsAlrOhKsPGjH3ZDkADsZff       | 14-247-888-5033 | accounts: furiously ironic deposits wake quickl
   9987.33 | Supplier#000019289        | SAUDI ARABIA              |   1319288 | Manufacturer#3            | GfvMke994gcpiYKqYjE7f3xTMTSlKLQO3pwavsSk | 30-178-276-8355 | o the quickly silent requests cajole furiously according to the
   9982.84 | Supplier#000077996        | JORDAN                    |    127993 | Manufacturer#1            | gOm4mKoG,hY                              | 23-227-928-9283 | e blithely ironic ideas. perma
   9980.06 | Supplier#000082893        | JORDAN                    |   1832856 | Manufacturer#2            | mq2vZk4kN8CGPOkaRBfQ2                    | 23-649-879-6678 | its detect even ideas. special, bold
    9977.5 | Supplier#000071422        | JORDAN                    |   1671421 | Manufacturer#1            | 9gcfSdmwqRhsB F656GMhdz9HE2              | 23-986-349-5329 | latelets. slyly express instructions are
   9974.72 | Supplier#000051277        | JORDAN                    |     26276 | Manufacturer#5            | 6TxPJrchH 8binAfGBA5kTxfme               | 23-537-201-3556 | ular instructions. never final accounts wake fluffily e
   9972.08 | Supplier#000015107        | IRAN                      |   1515106 | Manufacturer#3            | amW3SM9SlD2Ky655VDbU4EGzvUmGpjXO49Xm6xeO | 20-972-735-1382 | ual accounts sleep alongside
   9971.45 | Supplier#000079916        | EGYPT                     |   1379915 | Manufacturer#1            | DLydFHGezaSZJ EdHVIIr IfQ                | 14-135-922-1594 |  final excuses. blithely even requests cajole furiously. unusual excuses nag alongside 
   9959.08 | Supplier#000045655        | JORDAN                    |     95654 | Manufacturer#2            | 7uf6CT9E8om,uK5UNaOTG4Tn5DXe61lGg,b6IwPh | 23-428-427-9489 | lly. slyly pending deposits are doggedl
   9958.64 | Supplier#000061965        | EGYPT                     |    836956 | Manufacturer#1            | Edt9WKXBmLgSke1F6Q8pTKAMtChXK9uENY       | 14-977-296-3935 | es maintain. slyly ironic accounts wak
   9951.47 | Supplier#000068549        | IRAN                      |   1368548 | Manufacturer#5            | Brdeg9R7E3FUob xbcTFNrz6aU               | 20-439-591-9858 | out the instructions haggle car
   9949.21 | Supplier#000038089        | EGYPT                     |   1963031 | Manufacturer#4            | TPWLc1QTJ68 Dd3bP nMpjZ4BLhj5 ,qp9HnFVN  | 14-468-409-1360 | tes cajole express accounts. final 
   9948.63 | Supplier#000049511        | IRAQ                      |    624504 | Manufacturer#3            | Mlv19M29dB                               | 21-128-885-8453 | ckly along the carefully unus
   9948.63 | Supplier#000049511        | IRAQ                      |    649510 | Manufacturer#2            | Mlv19M29dB                               | 21-128-885-8453 | ckly along the carefully unus
    9947.7 | Supplier#000009151        | IRAN                      |    434138 | Manufacturer#1            |  25lLOrzuKU8mG0xGP2SLkfo6Kfew7Kb4YuRv    | 20-492-750-3318 | s. quickly unusual requests thrash furiou
