# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416341008;4464248;260060176;98.31;72568;49364248;214824052;78.72
axle;60;1416341068;5893916;258630508;97.77;72684;49923388;212922764;78.02
axle;60;1416341128;3450104;261074320;98.70;72800;50027656;215201644;78.85
axle;60;1416341188;879036;263645388;99.67;71016;48155704;219692492;80.50
axle;60;1416341248;6475388;258049036;97.55;68668;46353452;215871296;79.10
axle;60;1416341308;10365748;254158676;96.08;68792;46345008;211981172;77.67
axle;60;1416341368;5243056;259281368;98.02;68920;46378708;217286384;79.62
axle;60;1416341428;5956576;258567848;97.75;69028;46418572;216390180;79.29
axle;60;1416341488;5312116;259212308;97.99;69164;46945756;216548732;79.35
axle;60;1416341548;8024756;256499668;96.97;69272;46667196;214028960;78.42
axle;60;1416341608;8155176;256369248;96.92;69376;46522296;214061084;78.44
axle;60;1416341668;7466108;257058316;97.18;69468;46557612;214735324;78.68
axle;60;1416341728;3427884;261096540;98.70;69628;46576512;218808044;80.18
axle;60;1416341788;6553988;257970436;97.52;69756;47163064;215007904;78.78
axle;60;1416341848;9357360;255167064;96.46;69904;46868516;212663708;77.92
axle;60;1416341908;14486776;250037648;94.52;70000;46674916;207732060;76.12
axle;60;1416341968;14776916;249747508;94.41;70064;46681392;207492172;76.03
axle;60;1416342028;14776496;249747928;94.41;70116;46682832;207491796;76.03
axle;60;1416342088;14772972;249751452;94.42;70164;46684576;207491828;76.03
axle;60;1416342148;14783520;249740904;94.41;70208;46686272;207491828;76.03
axle;60;1416342208;14772080;249752344;94.42;70264;46688076;207491796;76.03
axle;60;1416342268;14749196;249775228;94.42;70304;46689636;207794884;76.14
axle;60;1416342328;14777084;249747340;94.41;70356;46691472;207491796;76.03
axle;60;1416342388;14758208;249766216;94.42;70416;46694912;207491800;76.03
axle;60;1416342448;14745416;249779008;94.43;70464;46697480;207491796;76.03
axle;60;1416342508;14738124;249786300;94.43;70508;46699604;207492168;76.03
