BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'SAUDI ARABIA'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'SAUDI ARABIA'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
     597833 | 20194850.6513062
     532794 | 19052423.5181885
      60151 | 18869796.7018433
     571308 | 18512601.9284058
     149595 | 18140139.3378296
    1032111 | 18135374.4631348
    1392645 | 18077497.1123047
     549922 | 18002942.2595825
     929765 | 17936347.8947144
    1850315 | 17864783.9952393
    1150097 | 17537276.4395752
    1618527 | 17484435.8071289
     883301 | 17476740.6644287
       3730 | 17318594.8546143
     308375 | 17183086.7957153
    1054196 | 17073690.5269775
     945523 |  17070699.637146
    1425235 | 16995480.5919189
    1971113 | 16957401.8649902
     911654 | 16913511.3830566
       5175 | 16546530.2463379
     999577 | 16540376.5184937
    1295532 |  16380838.267395
       7353 | 16230874.6112671
    1593607 | 16225578.4133911
     351265 |  16187296.913208
     241714 | 16094218.8999023
    1628678 | 16093829.2078247
      47308 | 16070013.5559082
     420397 | 15983619.0888062
    1455524 | 15955435.1503906
    1368002 | 15947713.1185303
    1919184 | 15926530.5499878
    1037788 |  15925243.967041
    1744510 |  15874829.286499
     182439 | 15852782.2860718
    1186311 | 15799958.8500977
    1089812 | 15786419.0674438
    1897807 | 15756615.4185181
    1498039 | 15694481.7771606
     995505 | 15664586.1365356
     473819 | 15651531.5255737
    1916772 | 15642914.7668457
    1041031 | 15612467.9382935
     594367 | 15596303.6951294
    1711670 |  15579257.774353
     304500 |  15573731.256958
    1415217 | 15572433.3743286
     325246 | 15570505.0895996
     556184 | 15435440.8972778
    1325889 | 15435048.8353882
     351594 |  15409318.111145
    1881324 | 15407162.3798828
     382088 | 15367043.8704224
     373637 |  15359946.352478
    1696888 | 15358859.1828613
    1569306 | 15357121.4465942
    1433134 | 15352156.4527588
    1270494 | 15335121.0236816
     974087 | 15326460.6522217
    1249481 | 15325374.1323242
    1967977 | 15313658.1337891
     251955 | 15260066.8397217
    1488836 | 15234658.4788818
    1171530 | 15223471.3688049
     790073 | 15182554.1547241
    1119561 | 15170044.3407593
      66770 | 15164011.3357544
     223191 | 15147099.9146118
     844162 | 15141823.1032104
    1265400 | 15116420.2988281
    1399313 | 15107994.7585449
    1605468 | 15062180.0587769
     476529 | 15022788.4832764
    1935271 | 14994444.7557373
