BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'VIETNAM'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'VIETNAM'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
     668806 | 22088621.2492676
    1552370 | 20747927.7932129
     401490 |  18814457.170166
     385611 | 17956130.9504395
    1996811 | 17507856.8565674
    1302349 | 17411405.4140625
    1981463 | 17208540.7720337
    1387486 | 17187529.9678802
     222471 | 16968363.6888428
     574172 | 16961419.1460571
    1755184 | 16876143.9997559
    1831081 |   16778580.28125
     698002 | 16647857.4981079
     424938 | 16629010.9483032
    1973616 | 16558306.9606934
     849148 | 16437961.6104126
    1089232 |   16303970.72052
     782578 | 16277829.4936523
    1488283 | 16252603.5267334
    1809290 | 16230929.6591187
    1755642 | 16183756.8050537
    1691523 |  16125716.663147
     415123 | 16039984.8623657
     747962 | 16020320.9042358
    1178991 | 16011534.2800903
     678298 | 15976358.3679199
     299723 | 15963956.6623535
    1217220 | 15921464.9216309
     503902 | 15832795.3068237
     885854 | 15820159.2826538
     530893 | 15793697.0402832
     275932 | 15782189.5997925
     474982 | 15770314.3118896
    1008662 | 15707466.0133667
     166323 | 15706619.9171753
    1274745 | 15675157.6480713
     309391 | 15652959.6535645
     546305 | 15652284.3914795
     950466 | 15644070.7428589
     546749 | 15586098.7072144
      96593 | 15554107.2677002
    1767503 |  15538952.687439
     355729 | 15537243.3288574
     451873 |  15489724.215332
      33936 | 15485679.2778931
    1324147 | 15436657.0766602
    1412562 | 15422724.8962402
     131519 | 15387336.0951538
    1342595 | 15384460.6716309
    1613611 | 15380776.9353638
     270957 | 15372410.4645996
     367466 | 15370350.4989624
    1849094 | 15295739.7727051
      30675 | 15274756.9384155
     273772 | 15268687.7411499
     955221 | 15192153.5576172
    1350633 | 15132999.9958496
     387370 | 15109128.8400879
    1073400 |  15108093.449646
    1588808 |  15072186.663208
    1597421 | 15062782.5631104
    1751174 | 15045878.5934448
    1214079 | 15031673.4266968
     683018 | 15007120.3404541
    1726231 | 14994375.2913208
     869445 |  14987507.526001
    1898010 | 14942566.2885742
    1965182 | 14932474.5546875
     387928 | 14918395.8955078
     639705 | 14916937.2224121
    1655611 | 14914481.6891479
     990367 | 14904131.8881836
     750260 | 14865652.2324219
     708063 | 14854708.9702759
     782470 | 14846331.2790527
    1935283 | 14835288.4189453
     271636 | 14812630.7253418
    1018837 |  14799675.309082
    1759185 | 14756083.8130493
    1442806 | 14731626.7467041
     850859 | 14725335.6328125
    1050982 | 14724479.1761475
    1523888 | 14713397.5216675
    1193737 | 14699218.9790039
    1763263 | 14696275.6749268
    1775475 | 14690318.8745117
     708652 | 14688869.7239685
     628554 | 14688401.1682129
    1177606 | 14687495.4369507
     323666 | 14650181.3945312
    1664643 |  14649458.982666
      83816 | 14647607.7799072
    1993672 | 14638108.2645264
    1030645 | 14596974.8756714
    1945894 | 14572219.8015747
     175148 | 14545638.0866699
     669831 | 14542230.9050903
    1314735 | 14504131.4863281
    1718074 | 14495717.5237427
     440465 | 14495351.2426147
    1680272 | 14442433.3923035
    1267555 | 14438024.8989868
     627599 | 14389423.4605713
     174481 | 14383727.2164917
     753023 | 14379220.6151123
    1145116 | 14378745.2268066
     702441 | 14376485.0087891
     687521 | 14366098.4737549
    1676284 | 14327388.5452881
    1189305 | 14326603.9454956
    1093146 | 14277821.1229248
     224476 | 14258437.7648926
    1234787 | 14250912.9628296
    1139283 | 14242209.1549072
     828748 | 14229684.3831787
     241041 | 14222699.1538696
    1192283 | 14216236.8500366
    1704071 | 14212659.7092285
    1139837 | 14211610.0155029
     655655 |  14180077.947876
     959607 | 14169595.2814941
    1533774 | 14160781.1581726
     658024 | 14154861.0515747
    1975890 | 14132093.5662231
    1790974 | 14121294.4702148
    1943181 | 14101619.9318848
     575452 | 14095343.4505005
    1270039 | 14047928.1152344
     423193 |  14044873.725708
    1220360 | 14041955.7181396
    1357202 |  14027222.992981
       5675 | 14018823.6948242
     448656 | 14007663.1424561
     161248 | 13971941.1732178
     427406 | 13971771.5028687
     406784 | 13969337.4886169
    1260470 |  13965933.664917
    1421702 | 13964755.4001465
    1763227 |  13960288.154541
     748550 | 13958086.5799561
    1454884 | 13956963.6806641
     825226 | 13946057.7299194
     173029 | 13939771.8087158
    1758543 | 13935378.4358521
     653439 | 13924004.5921631
     681624 | 13911405.7258301
    1278755 | 13902519.7385254
     701218 | 13889892.1443481
     808601 | 13879877.4267578
     798971 | 13871282.3492432
     763198 | 13862823.2879028
    1130588 | 13859459.9780273
     372969 | 13850726.0227051
    1341637 | 13849799.3505859
     677549 | 13801895.1538086
    1711032 | 13794030.0107422
    1889435 |  13775799.977417
    1215161 | 13768648.9038086
     282247 | 13749238.8483887
    1211474 |  13745527.934021
     677611 | 13740982.8894043
    1471989 | 13726856.6801147
    1551948 | 13724217.9227295
    1055406 | 13721202.3818359
    1457019 |   13721059.34198
     335493 | 13718256.2062988
    1839881 | 13698635.5018921
      21487 | 13697299.8771973
    1238131 | 13687459.4934082
     844476 | 13684025.9421387
    1450894 |  13682788.819458
     662456 | 13665891.8800659
     328619 |  13657496.902832
    1269655 | 13656514.9326782
     179695 |  13654181.670166
    1146203 | 13643223.1019287
    1994110 | 13638318.0761414
      90044 | 13633819.3371582
     632856 | 13620038.9630127
     949075 | 13606887.2431641
     234575 | 13598058.4639893
     556935 | 13596779.7526855
     538219 | 13589656.0246582
     393680 | 13573728.4238892
      85611 | 13572251.6567383
    1036506 | 13560182.3886719
      95032 | 13555107.3496094
